,date,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,2017-04-14,630.0,1,4045,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,2995,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,3483,46.0,0.21,47.0,0.252,0,49.0,2,3317,51.0,0.22,46.0,0.165,0,52.0,2,3943,39.0,0.19,32.0,0.196,0,67.0,2,4923,25.0,0.19,11.0,0.0,0,31.0,1,9
,2017-04-14,5410.0,2,4065,38.0,0.17,69.0,0.44,0,58.0,3,3334,49.0,0.18,23.0,0.406,0,23.0,3,3579,45.0,0.17,68.0,0.391,0,55.0,3,4286,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3289,54.0,0.17,18.0,0.371,0,33.0,3,4525,29.0,0.16,27.0,0.223,0,24.0,2,15
,2017-04-14,670.0,3,4502,29.0,0.14,39.0,0.493,0,37.0,4,3528,46.0,0.22,40.0,0.17,0,54.0,2,3175,54.0,0.18,60.0,0.371,0,14.0,3,4014,38.0,0.17,51.0,0.35,0,42.0,3,3470,48.0,0.17,38.0,0.391,0,56.0,3,4882,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,6
,2017-04-14,680.0,4,3618,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,4443,31.0,0.2,24.0,0.479,0,16.0,4,3469,48.0,0.21,34.0,0.191,0,20.0,2,3871,42.0,0.17,52.0,0.262,0,68.0,2,3254,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,4913,21.0,0.21,22.0,0.043,0,61.0,2,3
,2017-04-14,2120.0,5,2995,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,3435,48.0,0.16,29.0,0.612,0,40.0,4,4017,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,4372,30.0,0.16,14.0,0.455,0,29.0,4,3604,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,4183,31.0,0.15,41.0,0.377,0,57.0,3,26
,2017-04-14,810.0,6,3142,55.0,0.18,20.0,0.225,0,43.0,2,4611,27.0,0.17,65.0,0.486,0,36.0,4,4373,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,4525,29.0,0.16,27.0,0.223,0,24.0,2,4923,25.0,0.19,11.0,0.0,0,31.0,1,4050,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,28
,2017-04-14,640.0,7,3802,43.0,0.17,57.0,0.366,0,53.0,3,3801,43.0,0.15,61.0,0.515,0,48.0,4,3611,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,3169,54.0,0.22,45.0,0.142,0,34.0,2,3483,46.0,0.21,47.0,0.252,0,49.0,2,3579,45.0,0.17,68.0,0.391,0,55.0,3,1
,2017-04-14,2370.0,8,3943,39.0,0.19,32.0,0.196,0,67.0,2,3580,44.0,0.17,55.0,0.405,0,70.0,3,3289,54.0,0.17,18.0,0.371,0,33.0,3,3139,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,4882,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,4443,31.0,0.2,24.0,0.479,0,16.0,4,1
,2017-04-14,2790.0,9,4088,37.0,0.21,36.0,0.213,0,22.0,2,3175,54.0,0.18,60.0,0.371,0,14.0,3,4065,38.0,0.17,69.0,0.44,0,58.0,3,4183,31.0,0.15,41.0,0.377,0,57.0,3,3469,48.0,0.21,34.0,0.191,0,20.0,2,4722,33.0,0.17,33.0,0.222,0,46.0,2,26
,2017-04-14,1830.0,10,4373,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,4478,29.0,0.2,16.0,0.266,0,44.0,2,4502,29.0,0.14,39.0,0.493,0,37.0,4,4098,35.0,0.18,30.0,0.25,0,75.0,2,3334,49.0,0.18,23.0,0.406,0,23.0,3,3317,51.0,0.22,46.0,0.165,0,52.0,2,7
