,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,11100.0,9.0,4268.0,29.0,0.17,69.0,0.204,1,39.0,2,3534.0,42.0,0.14,19.0,0.5329999999999999,1,18.0,4,3108.0,51.0,0.18,48.0,0.33,1,55.0,2,4449.0,27.0,0.21,32.0,0.153,1,66.0,2,4688.0,22.0,0.18,31.0,0.32,1,27.0,2,3981.0,37.0,0.17,25.0,0.48200000000000004,1,43.0,4,30.0
,3550.0,10.0,4645.0,34.0,0.14,60.0,0.396,1,38.0,3,3846.0,38.0,0.16,67.0,0.151,1,12.0,2,4109.0,34.0,0.13,33.0,0.515,1,59.0,4,3070.0,53.0,0.16,38.0,0.43200000000000005,1,65.0,3,4250.0,32.0,0.17,17.0,0.302,1,73.0,2,3409.0,45.0,0.19,18.0,0.385,1,26.0,3,9.0
,1930.0,11.0,3286.0,46.0,0.17,54.0,0.387,1,36.0,3,3236.0,52.0,0.18,52.0,0.29,1,16.0,2,3826.0,41.0,0.17,20.0,0.5660000000000001,1,64.0,4,2596.0,66.0,0.2,53.0,0.20800000000000002,1,11.0,2,3730.0,42.0,0.15,36.0,0.441,1,54.0,3,3880.0,41.0,0.18,66.0,0.278,1,33.0,2,3.0
,700.0,12.0,3558.0,41.0,0.14,23.0,0.541,1,20.0,4,3725.0,43.0,0.18,45.0,0.423,1,52.0,3,4210.0,31.0,0.18,24.0,0.38799999999999996,1,40.0,4,3838.0,39.0,0.14,56.0,0.485,1,75.0,4,3804.0,40.0,0.17,34.0,0.28800000000000003,1,34.0,2,3643.0,42.0,0.19,55.0,0.247,1,44.0,2,1.0
,730.0,1.0,4210.0,31.0,0.18,24.0,0.38799999999999996,1,40.0,4,4323.0,28.0,0.19,28.0,0.168,1,57.0,2,2596.0,66.0,0.2,53.0,0.20800000000000002,1,11.0,2,3880.0,41.0,0.18,66.0,0.278,1,33.0,2,3400.0,47.0,0.21,39.0,0.225,1,17.0,2,4647.0,32.0,0.26,40.0,0.0,1,46.0,1,1.0
,1590.0,2.0,3743.0,40.0,0.17,68.0,0.391,1,48.0,3,4059.0,35.0,0.16,12.0,0.369,1,37.0,3,4040.0,35.0,0.13,37.0,0.429,1,68.0,3,4250.0,32.0,0.17,17.0,0.302,1,73.0,2,3236.0,52.0,0.18,52.0,0.29,1,16.0,2,4666.0,31.0,0.14,44.0,0.253,1,23.0,2,14.0
,2620.0,3.0,3826.0,41.0,0.17,20.0,0.5660000000000001,1,64.0,4,3965.0,35.0,0.15,22.0,0.348,1,25.0,2,3838.0,39.0,0.14,56.0,0.485,1,75.0,4,3108.0,51.0,0.18,48.0,0.33,1,55.0,2,3619.0,41.0,0.21,47.0,0.375,1,41.0,3,4655.0,27.0,0.2,51.0,0.0,1,22.0,1,43.0
,1000.0,4.0,3070.0,53.0,0.16,38.0,0.43200000000000005,1,65.0,3,3725.0,43.0,0.18,45.0,0.423,1,52.0,3,2788.0,59.0,0.16,50.0,0.193,1,35.0,2,3670.0,43.0,0.17,27.0,0.33,1,49.0,2,4268.0,29.0,0.17,69.0,0.204,1,39.0,2,3723.0,44.0,0.17,35.0,0.185,1,67.0,2,9.0
,4180.0,5.0,3846.0,38.0,0.16,67.0,0.151,1,12.0,2,3534.0,42.0,0.14,19.0,0.5329999999999999,1,18.0,4,3804.0,40.0,0.17,34.0,0.28800000000000003,1,34.0,2,3730.0,42.0,0.15,36.0,0.441,1,54.0,3,3643.0,42.0,0.19,55.0,0.247,1,44.0,2,4761.0,24.0,0.22,21.0,0.024,1,28.0,1,27.0
,3320.0,6.0,3409.0,45.0,0.19,18.0,0.385,1,26.0,3,4645.0,34.0,0.14,60.0,0.396,1,38.0,3,3981.0,37.0,0.17,25.0,0.48200000000000004,1,43.0,4,4647.0,32.0,0.26,40.0,0.0,1,46.0,1,4330.0,31.0,0.15,43.0,0.466,1,13.0,4,4449.0,27.0,0.21,32.0,0.153,1,66.0,2,21.0
,13400.0,7.0,2596.0,66.0,0.2,53.0,0.20800000000000002,1,11.0,2,4377.0,30.0,0.18,63.0,0.369,1,32.0,3,3400.0,47.0,0.21,39.0,0.225,1,17.0,2,3286.0,46.0,0.17,54.0,0.387,1,36.0,3,3558.0,41.0,0.14,23.0,0.541,1,20.0,4,2907.0,60.0,0.21,59.0,0.214,1,60.0,2,36.0
,2410.0,8.0,4688.0,22.0,0.18,31.0,0.32,1,27.0,2,3108.0,51.0,0.18,48.0,0.33,1,55.0,2,4109.0,34.0,0.13,33.0,0.515,1,59.0,4,4122.0,33.0,0.17,65.0,0.42200000000000004,1,31.0,3,4655.0,27.0,0.2,51.0,0.0,1,22.0,1,3576.0,42.0,0.18,16.0,0.562,1,69.0,4,106.0
,29000.0,9.0,3534.0,42.0,0.14,19.0,0.5329999999999999,1,18.0,4,3743.0,40.0,0.17,68.0,0.391,1,48.0,3,3826.0,41.0,0.17,20.0,0.5660000000000001,1,64.0,4,4059.0,35.0,0.16,12.0,0.369,1,37.0,3,3804.0,40.0,0.17,34.0,0.28800000000000003,1,34.0,2,3409.0,45.0,0.19,18.0,0.385,1,26.0,3,70.0
,2720.0,10.0,3619.0,41.0,0.21,47.0,0.375,1,41.0,3,3070.0,53.0,0.16,38.0,0.43200000000000005,1,65.0,3,4210.0,31.0,0.18,24.0,0.38799999999999996,1,40.0,4,4645.0,34.0,0.14,60.0,0.396,1,38.0,3,3286.0,46.0,0.17,54.0,0.387,1,36.0,3,3838.0,39.0,0.14,56.0,0.485,1,75.0,4,25.0
,8990.0,11.0,3558.0,41.0,0.14,23.0,0.541,1,20.0,4,3236.0,52.0,0.18,52.0,0.29,1,16.0,2,3725.0,43.0,0.18,45.0,0.423,1,52.0,3,4330.0,31.0,0.15,43.0,0.466,1,13.0,4,4040.0,35.0,0.13,37.0,0.429,1,68.0,3,4109.0,34.0,0.13,33.0,0.515,1,59.0,4,20.0
,54540.0,12.0,3576.0,42.0,0.18,16.0,0.562,1,69.0,4,3643.0,42.0,0.19,55.0,0.247,1,44.0,2,3730.0,42.0,0.15,36.0,0.441,1,54.0,3,3981.0,37.0,0.17,25.0,0.48200000000000004,1,43.0,4,4122.0,33.0,0.17,65.0,0.42200000000000004,1,31.0,3,4377.0,30.0,0.18,63.0,0.369,1,32.0,3,105.0
,21240.0,1.0,3730.0,42.0,0.15,36.0,0.441,1,54.0,3,2788.0,59.0,0.16,50.0,0.193,1,35.0,2,2907.0,60.0,0.21,59.0,0.214,1,60.0,2,3965.0,35.0,0.15,22.0,0.348,1,25.0,2,4250.0,32.0,0.17,17.0,0.302,1,73.0,2,4761.0,24.0,0.22,21.0,0.024,1,28.0,1,84.0
,2530.0,2.0,3534.0,42.0,0.14,19.0,0.5329999999999999,1,18.0,4,3880.0,41.0,0.18,66.0,0.278,1,33.0,2,3670.0,43.0,0.17,27.0,0.33,1,49.0,2,3619.0,41.0,0.21,47.0,0.375,1,41.0,3,3981.0,37.0,0.17,25.0,0.48200000000000004,1,43.0,4,4647.0,32.0,0.26,40.0,0.0,1,46.0,1,1.0
,1010.0,5.0,4122.0,33.0,0.17,65.0,0.42200000000000004,1,31.0,3,3558.0,41.0,0.14,23.0,0.541,1,20.0,4,4250.0,32.0,0.17,17.0,0.302,1,73.0,2,3643.0,42.0,0.19,55.0,0.247,1,44.0,2,3826.0,41.0,0.17,20.0,0.5660000000000001,1,64.0,4,4688.0,22.0,0.18,31.0,0.32,1,27.0,2,3.0
,930.0,6.0,4040.0,35.0,0.13,37.0,0.429,1,68.0,3,3108.0,51.0,0.18,48.0,0.33,1,55.0,2,3804.0,40.0,0.17,34.0,0.28800000000000003,1,34.0,2,3880.0,41.0,0.18,66.0,0.278,1,33.0,2,3070.0,53.0,0.16,38.0,0.43200000000000005,1,65.0,3,3965.0,35.0,0.15,22.0,0.348,1,25.0,2,3.0
,6240.0,7.0,4449.0,27.0,0.21,32.0,0.153,1,66.0,2,4210.0,31.0,0.18,24.0,0.38799999999999996,1,40.0,4,4323.0,28.0,0.19,28.0,0.168,1,57.0,2,4059.0,35.0,0.16,12.0,0.369,1,37.0,3,4377.0,30.0,0.18,63.0,0.369,1,32.0,3,3670.0,43.0,0.17,27.0,0.33,1,49.0,2,87.0
,4040.0,8.0,3723.0,44.0,0.17,35.0,0.185,1,67.0,2,2907.0,60.0,0.21,59.0,0.214,1,60.0,2,4688.0,22.0,0.18,31.0,0.32,1,27.0,2,4268.0,29.0,0.17,69.0,0.204,1,39.0,2,4761.0,24.0,0.22,21.0,0.024,1,28.0,1,3846.0,38.0,0.16,67.0,0.151,1,12.0,2,42.0
,1810.0,10.0,4330.0,31.0,0.15,43.0,0.466,1,13.0,4,3981.0,37.0,0.17,25.0,0.48200000000000004,1,43.0,4,3236.0,52.0,0.18,52.0,0.29,1,16.0,2,4122.0,33.0,0.17,65.0,0.42200000000000004,1,31.0,3,3725.0,43.0,0.18,45.0,0.423,1,52.0,3,3804.0,40.0,0.17,34.0,0.28800000000000003,1,34.0,2,9.0
,2290.0,11.0,3070.0,53.0,0.16,38.0,0.43200000000000005,1,65.0,3,4059.0,35.0,0.16,12.0,0.369,1,37.0,3,4210.0,31.0,0.18,24.0,0.38799999999999996,1,40.0,4,3826.0,41.0,0.17,20.0,0.5660000000000001,1,30.0,4,3619.0,41.0,0.21,47.0,0.375,1,41.0,3,3743.0,40.0,0.17,68.0,0.391,1,48.0,3,4.0
,1390.0,12.0,3558.0,41.0,0.14,23.0,0.541,1,20.0,4,4377.0,30.0,0.18,63.0,0.369,1,32.0,3,3643.0,42.0,0.19,55.0,0.247,1,44.0,2,4109.0,34.0,0.13,33.0,0.515,1,59.0,4,3576.0,42.0,0.18,16.0,0.562,1,69.0,4,4040.0,35.0,0.13,37.0,0.429,1,68.0,3,13.0
,1320.0,1.0,3409.0,45.0,0.19,18.0,0.385,1,26.0,3,3846.0,38.0,0.16,67.0,0.151,1,12.0,2,4323.0,28.0,0.19,28.0,0.168,1,57.0,2,4250.0,32.0,0.17,17.0,0.302,1,73.0,2,3880.0,41.0,0.18,66.0,0.278,1,33.0,2,4655.0,27.0,0.2,51.0,0.0,1,22.0,1,11.0
,460.0,2.0,3981.0,37.0,0.17,25.0,0.48200000000000004,1,43.0,4,3670.0,43.0,0.17,27.0,0.33,1,49.0,2,3400.0,47.0,0.21,39.0,0.225,1,17.0,2,3723.0,44.0,0.17,35.0,0.185,1,67.0,2,4761.0,24.0,0.22,21.0,0.024,1,28.0,1,2596.0,66.0,0.2,53.0,0.20800000000000002,1,11.0,2,2.0
,8510.0,3.0,3826.0,41.0,0.17,20.0,0.5660000000000001,1,30.0,4,3108.0,51.0,0.18,48.0,0.33,1,55.0,2,3725.0,43.0,0.18,45.0,0.423,1,52.0,3,4268.0,29.0,0.17,69.0,0.204,1,39.0,2,4122.0,33.0,0.17,65.0,0.42200000000000004,1,31.0,3,4645.0,34.0,0.14,60.0,0.396,1,38.0,3,84.0
,530.0,4.0,3534.0,42.0,0.14,19.0,0.5329999999999999,1,18.0,4,3286.0,46.0,0.17,54.0,0.387,1,36.0,3,3965.0,35.0,0.15,22.0,0.348,1,25.0,2,4688.0,22.0,0.18,31.0,0.32,1,27.0,2,4449.0,27.0,0.21,32.0,0.153,1,66.0,2,4647.0,32.0,0.26,40.0,0.0,1,46.0,1,1.0
,2390.0,5.0,4109.0,34.0,0.13,33.0,0.515,1,59.0,4,3723.0,44.0,0.17,35.0,0.185,1,67.0,2,3880.0,41.0,0.18,66.0,0.278,1,33.0,2,3730.0,42.0,0.15,36.0,0.441,1,54.0,3,4210.0,31.0,0.18,24.0,0.38799999999999996,1,40.0,4,2788.0,59.0,0.16,50.0,0.193,1,35.0,2,7.0
,850.0,6.0,3838.0,39.0,0.14,56.0,0.485,1,75.0,4,3643.0,42.0,0.19,55.0,0.247,1,44.0,2,3619.0,41.0,0.21,47.0,0.375,1,41.0,3,2907.0,60.0,0.21,59.0,0.214,1,60.0,2,4330.0,31.0,0.15,43.0,0.466,1,13.0,4,4761.0,24.0,0.22,21.0,0.024,1,28.0,1,14.0
,3930.0,7.0,3286.0,46.0,0.17,54.0,0.387,1,36.0,3,4250.0,32.0,0.17,17.0,0.302,1,73.0,2,3236.0,52.0,0.18,52.0,0.29,1,16.0,2,4323.0,28.0,0.19,28.0,0.168,1,57.0,2,4647.0,32.0,0.26,40.0,0.0,1,46.0,1,3576.0,42.0,0.18,16.0,0.562,1,69.0,4,37.0
,1290.0,8.0,3965.0,35.0,0.15,22.0,0.348,1,25.0,2,3400.0,47.0,0.21,39.0,0.225,1,17.0,2,3846.0,38.0,0.16,67.0,0.151,1,12.0,2,3670.0,43.0,0.17,27.0,0.33,1,49.0,2,4655.0,27.0,0.2,51.0,0.0,1,22.0,1,4268.0,29.0,0.17,69.0,0.204,1,39.0,2,2.0
,8860.0,9.0,3730.0,42.0,0.15,36.0,0.441,1,54.0,3,4688.0,22.0,0.18,31.0,0.32,1,27.0,2,4449.0,27.0,0.21,32.0,0.153,1,66.0,2,3108.0,51.0,0.18,48.0,0.33,1,55.0,2,3725.0,43.0,0.18,45.0,0.423,1,52.0,3,2907.0,60.0,0.21,59.0,0.214,1,60.0,2,61.0
,9110.0,10.0,4330.0,31.0,0.15,43.0,0.466,1,13.0,4,4122.0,33.0,0.17,65.0,0.42200000000000004,1,31.0,3,3409.0,45.0,0.19,18.0,0.385,1,26.0,3,3981.0,37.0,0.17,25.0,0.48200000000000004,1,43.0,4,3838.0,39.0,0.14,56.0,0.485,1,75.0,4,3236.0,52.0,0.18,52.0,0.29,1,16.0,2,16.0
,3450.0,11.0,4210.0,31.0,0.18,24.0,0.38799999999999996,1,40.0,4,3619.0,41.0,0.21,47.0,0.375,1,41.0,3,4109.0,34.0,0.13,33.0,0.515,1,59.0,4,3643.0,42.0,0.19,55.0,0.247,1,44.0,2,3826.0,41.0,0.17,20.0,0.5660000000000001,1,30.0,4,3534.0,42.0,0.14,19.0,0.5329999999999999,1,18.0,4,17.0
,1990.0,12.0,3558.0,41.0,0.14,23.0,0.541,1,20.0,4,3070.0,53.0,0.16,38.0,0.43200000000000005,1,65.0,3,4059.0,35.0,0.16,12.0,0.369,1,37.0,3,3743.0,40.0,0.17,68.0,0.391,1,48.0,3,4377.0,30.0,0.18,63.0,0.369,1,32.0,3,4040.0,35.0,0.13,37.0,0.429,1,68.0,3,6.0
