,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,1580.0,11.0,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,10.0
,11110.0,12.0,3435.0,48.0,0.16,29.0,0.612,0,40.0,4,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,3580.0,44.0,0.17,55.0,0.405,0,70.0,3,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,13.0
,11250.0,1.0,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,3871.0,42.0,0.17,52.0,0.262,0,68.0,2,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,4882.0,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,18.0
,1170.0,2.0,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3435.0,48.0,0.16,29.0,0.612,0,40.0,4,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,6.0
,930.0,3.0,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,2995.0,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,4913.0,21.0,0.21,22.0,0.043,0,61.0,2,2.0
,550.0,4.0,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,3142.0,55.0,0.18,20.0,0.225,0,43.0,2,3528.0,46.0,0.22,40.0,0.17,0,54.0,2,3483.0,46.0,0.21,47.0,0.252,0,49.0,2,3.0
,1120.0,5.0,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,3470.0,48.0,0.17,38.0,0.391,0,56.0,3,4722.0,33.0,0.17,33.0,0.222,0,46.0,2,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,30.0
,1370.0,6.0,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,4525.0,29.0,0.16,27.0,0.223,0,24.0,2,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,3802.0,43.0,0.17,57.0,0.366,0,53.0,3,4923.0,25.0,0.19,11.0,0.0,0,31.0,1,43.0
,1910.0,7.0,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,4913.0,21.0,0.21,22.0,0.043,0,61.0,2,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,12.0
,900.0,8.0,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,3142.0,55.0,0.18,20.0,0.225,0,43.0,2,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,3871.0,42.0,0.17,52.0,0.262,0,68.0,2,9.0
,11940.0,10.0,3469.0,48.0,0.21,34.0,0.191,0,20.0,2,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,3317.0,51.0,0.22,46.0,0.165,0,52.0,2,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,32.0
,1020.0,11.0,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,3139.0,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,3802.0,43.0,0.17,57.0,0.366,0,53.0,3,9.0
,2390.0,12.0,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,62.0
,1480.0,2.0,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,1.0
,730.0,3.0,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,4722.0,33.0,0.17,33.0,0.222,0,46.0,2,4525.0,29.0,0.16,27.0,0.223,0,24.0,2,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,3470.0,48.0,0.17,38.0,0.391,0,71.0,3,15.0
,24350.0,4.0,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,3139.0,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,2995.0,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,4882.0,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,31.0
,1820.0,5.0,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,3528.0,46.0,0.22,40.0,0.17,0,54.0,2,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3142.0,55.0,0.18,20.0,0.225,0,43.0,2,29.0
,1020.0,6.0,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,14.0
,3520.0,7.0,3483.0,46.0,0.21,47.0,0.252,0,49.0,2,3802.0,43.0,0.17,57.0,0.366,0,53.0,3,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,3943.0,39.0,0.19,32.0,0.196,0,67.0,2,89.0
,4950.0,8.0,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,3871.0,42.0,0.17,52.0,0.262,0,68.0,2,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,3469.0,48.0,0.21,34.0,0.191,0,20.0,2,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,4923.0,25.0,0.19,11.0,0.0,0,31.0,1,23.0
,1800.0,9.0,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,4722.0,33.0,0.17,33.0,0.222,0,46.0,2,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,2995.0,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,23.0
,2350.0,10.0,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,4882.0,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,3317.0,51.0,0.22,46.0,0.165,0,52.0,2,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,25.0
,3760.0,11.0,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,4525.0,29.0,0.16,27.0,0.223,0,24.0,2,3139.0,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,7.0
,2360.0,12.0,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,3943.0,39.0,0.19,32.0,0.196,0,67.0,2,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,16.0
,1310.0,1.0,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,3871.0,42.0,0.17,52.0,0.262,0,68.0,2,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,3470.0,48.0,0.17,38.0,0.391,0,71.0,3,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,4923.0,25.0,0.19,11.0,0.0,0,31.0,1,5.0
,1780.0,2.0,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,1.0
,1370.0,3.0,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,3943.0,39.0,0.19,32.0,0.196,0,67.0,2,3469.0,48.0,0.21,34.0,0.191,0,20.0,2,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,10.0
,6290.0,4.0,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,81.0
,3330.0,5.0,4525.0,29.0,0.16,27.0,0.223,0,24.0,2,3483.0,46.0,0.21,47.0,0.252,0,49.0,2,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,56.0
,3140.0,6.0,3528.0,46.0,0.22,40.0,0.17,0,54.0,2,2995.0,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,4913.0,21.0,0.21,22.0,0.043,0,61.0,2,73.0
,1690.0,7.0,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,3470.0,48.0,0.17,38.0,0.391,0,71.0,3,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,3469.0,48.0,0.21,34.0,0.191,0,20.0,2,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,70.0
,1590.0,8.0,3871.0,42.0,0.17,52.0,0.262,0,68.0,2,3139.0,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,4882.0,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,44.0
,3830.0,10.0,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,4722.0,33.0,0.17,33.0,0.222,0,46.0,2,3528.0,46.0,0.22,40.0,0.17,0,54.0,2,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,15.0
,600.0,11.0,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,8.0
,1400.0,12.0,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,1.0
,1050.0,1.0,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,3139.0,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,3528.0,46.0,0.22,40.0,0.17,0,54.0,2,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,4525.0,29.0,0.16,27.0,0.223,0,24.0,2,12.0
,770.0,2.0,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,2995.0,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,3469.0,48.0,0.21,34.0,0.191,0,20.0,2,3.0
,1570.0,3.0,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,3317.0,51.0,0.22,46.0,0.165,0,52.0,2,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,4913.0,21.0,0.21,22.0,0.043,0,61.0,2,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,6.0
,6560.0,4.0,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,3470.0,48.0,0.17,38.0,0.391,0,71.0,3,4882.0,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,3802.0,43.0,0.17,57.0,0.366,0,53.0,3,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,11.0
,44050.0,5.0,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,55.0
,1520.0,6.0,4722.0,33.0,0.17,33.0,0.222,0,46.0,2,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,3871.0,42.0,0.17,52.0,0.262,0,68.0,2,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3943.0,39.0,0.19,32.0,0.196,0,67.0,2,74.0
,10930.0,7.0,3139.0,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,3469.0,48.0,0.21,34.0,0.191,0,20.0,2,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,3483.0,46.0,0.21,47.0,0.252,0,49.0,2,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,4913.0,21.0,0.21,22.0,0.043,0,61.0,2,16.0
,1880.0,8.0,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,3802.0,43.0,0.17,57.0,0.366,0,53.0,3,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,22.0
,590.0,9.0,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,4722.0,33.0,0.17,33.0,0.222,0,46.0,2,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,4882.0,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,3.0
,1660.0,10.0,4611.0,27.0,0.17,65.0,0.486,0,36.0,4,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,3611.0,45.0,0.18,25.0,0.40399999999999997,0,62.0,3,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,6.0
,1130.0,11.0,3618.0,44.0,0.18,53.0,0.5660000000000001,0,41.0,4,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,4045.0,38.0,0.15,42.0,0.41700000000000004,0,25.0,3,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,5.0
,460.0,12.0,4502.0,29.0,0.14,39.0,0.493,0,37.0,4,4050.0,36.0,0.14,19.0,0.6409999999999999,0,60.0,4,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,1.0
,10550.0,1.0,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,2995.0,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,4722.0,33.0,0.17,33.0,0.222,0,46.0,2,16.0
,27980.0,2.0,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,3943.0,39.0,0.19,32.0,0.196,0,67.0,2,3470.0,48.0,0.17,38.0,0.391,0,71.0,3,3469.0,48.0,0.21,34.0,0.191,0,20.0,2,3528.0,46.0,0.22,40.0,0.17,0,54.0,2,3317.0,51.0,0.22,46.0,0.165,0,52.0,2,63.0
,30470.0,3.0,3579.0,45.0,0.17,68.0,0.391,0,55.0,3,4525.0,29.0,0.16,27.0,0.223,0,24.0,2,3289.0,54.0,0.17,18.0,0.371,0,33.0,3,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,3483.0,46.0,0.21,47.0,0.252,0,49.0,2,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,48.0
,12800.0,4.0,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,3334.0,49.0,0.18,23.0,0.406,0,23.0,3,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,4913.0,21.0,0.21,22.0,0.043,0,61.0,2,3871.0,42.0,0.17,52.0,0.262,0,68.0,2,65.0
,930.0,5.0,4014.0,38.0,0.17,51.0,0.35,0,42.0,3,3802.0,43.0,0.17,57.0,0.366,0,53.0,3,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,4373.0,29.0,0.19,17.0,0.28300000000000003,0,28.0,2,2995.0,56.0,0.22,58.0,0.10400000000000001,0,47.0,2,9.0
,590.0,6.0,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,3317.0,51.0,0.22,46.0,0.165,0,52.0,2,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,4882.0,22.0,0.19,31.0,0.21600000000000003,0,74.0,2,4065.0,38.0,0.17,69.0,0.44,0,58.0,3,3139.0,56.0,0.22,13.0,0.044000000000000004,0,11.0,2,7.0
,1940.0,7.0,4017.0,37.0,0.16,28.0,0.29100000000000004,0,45.0,2,3483.0,46.0,0.21,47.0,0.252,0,49.0,2,3943.0,39.0,0.19,32.0,0.196,0,67.0,2,3528.0,46.0,0.22,40.0,0.17,0,54.0,2,3604.0,47.0,0.19,62.0,0.33299999999999996,0,66.0,2,4791.0,28.0,0.26,35.0,0.083,0,18.0,1,2.0
,3740.0,8.0,3801.0,43.0,0.15,61.0,0.515,0,48.0,4,3169.0,54.0,0.22,45.0,0.142,0,34.0,2,4525.0,29.0,0.16,27.0,0.223,0,24.0,2,4098.0,35.0,0.18,30.0,0.25,0,75.0,2,3470.0,48.0,0.17,38.0,0.391,0,26.0,3,3334.0,49.0,0.18,23.0,0.406,0,30.0,3,15.0
,690.0,9.0,4478.0,29.0,0.2,16.0,0.266,0,44.0,2,3182.0,52.0,0.2,44.0,0.149,0,35.0,2,3254.0,50.0,0.22,59.0,0.18899999999999997,0,27.0,2,3802.0,43.0,0.17,57.0,0.366,0,53.0,3,4088.0,37.0,0.21,36.0,0.213,0,22.0,2,4913.0,21.0,0.21,22.0,0.043,0,61.0,2,1.0
,2630.0,10.0,3175.0,54.0,0.18,60.0,0.371,0,14.0,3,4443.0,31.0,0.2,24.0,0.479,0,16.0,4,4372.0,30.0,0.16,14.0,0.455,0,29.0,4,4183.0,31.0,0.15,41.0,0.377,0,57.0,3,4286.0,33.0,0.16,43.0,0.43700000000000006,0,12.0,4,3580.0,44.0,0.17,55.0,0.405,0,39.0,3,22.0
