,date,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,2016-04-01,3200.0,1,3302,49.0,0.2,2.0,0.436,0,73.0,3,3469,47.0,0.23,47.0,0.127,0,70.0,2,3169,54.0,0.24,8.0,0.08900000000000001,0,59.0,2,3299,49.0,0.23,43.0,0.043,0,28.0,2,4829,21.0,0.18,53.0,0.085,0,42.0,2,3693,45.0,0.16,7.0,0.32,0,39.0,2,16
,2016-04-01,6710.0,2,2983,57.0,0.19,52.0,0.304,0,13.0,2,3355,48.0,0.26,6.0,0.131,0,41.0,2,3528,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,3579,44.0,0.15,24.0,0.478,0,30.0,4,4283,32.0,0.23,44.0,0.096,0,32.0,2,4819,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,29
,2016-04-01,1020.0,3,4243,31.0,0.14,25.0,0.441,0,34.0,3,4071,36.0,0.19,37.0,0.223,0,65.0,2,3801,42.0,0.15,42.0,0.294,0,56.0,2,4733,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,3518,48.0,0.21,17.0,0.34,0,49.0,2,4913,20.0,0.19,28.0,0.01,0,22.0,1,5
,2016-04-01,1900.0,4,3618,43.0,0.17,54.0,0.536,0,31.0,4,4098,34.0,0.2,10.0,0.313,0,52.0,2,3334,48.0,0.2,12.0,0.375,0,60.0,3,3611,44.0,0.14,16.0,0.527,0,51.0,4,4443,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,4784,29.0,0.16,48.0,0.069,0,75.0,2,7
,2016-04-01,3310.0,5,3674,44.0,0.17,63.0,0.405,0,62.0,3,3175,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3299,49.0,0.23,43.0,0.043,0,28.0,2,3483,45.0,0.24,19.0,0.095,0,64.0,1,4773,23.0,0.17,29.0,0.1,0,57.0,2,4884,21.0,0.16,58.0,0.087,0,54.0,2,24
,2016-04-01,610.0,7,3994,37.0,0.19,60.0,0.301,0,74.0,2,3604,46.0,0.17,51.0,0.237,0,25.0,2,3117,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4385,31.0,0.19,55.0,0.2,0,61.0,2,4819,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,4806,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,9
,2016-04-01,2460.0,8,3334,48.0,0.2,12.0,0.375,0,60.0,3,4642,25.0,0.16,45.0,0.353,0,23.0,2,4733,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,4556,27.0,0.17,4.0,0.534,0,15.0,4,4738,25.0,0.16,39.0,0.267,0,46.0,2,4829,21.0,0.18,53.0,0.085,0,42.0,2,63
,2016-04-01,1500.0,9,3509,45.0,0.15,5.0,0.24,0,29.0,2,3188,55.0,0.17,22.0,0.489,0,14.0,4,4243,31.0,0.14,25.0,0.441,0,34.0,3,3169,54.0,0.24,8.0,0.08900000000000001,0,59.0,2,4884,21.0,0.16,58.0,0.087,0,54.0,2,3611,44.0,0.14,16.0,0.527,0,51.0,4,24
,2016-04-01,3070.0,10,4071,36.0,0.19,37.0,0.223,0,65.0,2,2983,57.0,0.19,52.0,0.304,0,13.0,2,3674,44.0,0.17,63.0,0.405,0,62.0,3,4443,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,3693,45.0,0.16,7.0,0.32,0,39.0,2,3435,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,59
,2016-04-01,3270.0,11,4304,33.0,0.17,49.0,0.436,0,17.0,4,4385,31.0,0.19,55.0,0.2,0,61.0,2,3175,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,4098,34.0,0.2,10.0,0.313,0,52.0,2,3579,44.0,0.15,24.0,0.478,0,30.0,4,3518,48.0,0.21,17.0,0.34,0,49.0,2,15
,2016-04-01,1260.0,12,3188,55.0,0.17,22.0,0.489,0,14.0,4,3302,49.0,0.2,2.0,0.436,0,73.0,3,3618,43.0,0.17,54.0,0.536,0,31.0,4,3845,40.0,0.17,31.0,0.542,0,40.0,4,3801,42.0,0.15,42.0,0.294,0,56.0,2,4556,27.0,0.17,4.0,0.534,0,15.0,4,5
,2016-04-02,10880.0,1,3801,42.0,0.15,42.0,0.294,0,56.0,2,3483,45.0,0.24,19.0,0.095,0,64.0,1,4773,23.0,0.17,29.0,0.1,0,57.0,2,4806,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,3469,47.0,0.23,47.0,0.127,0,70.0,2,4784,29.0,0.16,48.0,0.069,0,75.0,2,85
,2016-04-02,4430.0,2,3518,48.0,0.21,17.0,0.34,0,49.0,2,4738,25.0,0.16,39.0,0.267,0,46.0,2,3604,46.0,0.17,51.0,0.237,0,25.0,2,3188,55.0,0.17,22.0,0.489,0,14.0,4,3528,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,4071,36.0,0.19,37.0,0.223,0,65.0,2,76
,2016-04-02,18270.0,3,3175,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3509,45.0,0.15,5.0,0.24,0,29.0,2,4556,27.0,0.17,4.0,0.534,0,15.0,4,3117,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,3674,44.0,0.17,63.0,0.405,0,62.0,3,3254,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,88
,2016-04-02,3220.0,4,3845,40.0,0.17,31.0,0.542,0,40.0,4,4443,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,4283,32.0,0.23,44.0,0.096,0,32.0,2,4304,33.0,0.17,49.0,0.436,0,17.0,4,4642,25.0,0.16,45.0,0.353,0,23.0,2,4913,20.0,0.19,28.0,0.01,0,22.0,1,65
,2016-04-02,590.0,5,3579,44.0,0.15,24.0,0.478,0,30.0,4,3618,43.0,0.17,54.0,0.536,0,31.0,4,3994,37.0,0.19,60.0,0.301,0,74.0,2,4819,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,3169,54.0,0.24,8.0,0.08900000000000001,0,59.0,2,4773,23.0,0.17,29.0,0.1,0,57.0,2,21
,2016-04-02,3440.0,6,3299,49.0,0.23,43.0,0.043,0,28.0,2,3518,48.0,0.21,17.0,0.34,0,49.0,2,3483,45.0,0.24,19.0,0.095,0,64.0,1,3334,48.0,0.2,12.0,0.375,0,60.0,3,3302,49.0,0.2,2.0,0.436,0,73.0,3,4243,31.0,0.14,25.0,0.441,0,34.0,3,68
,2016-04-02,14850.0,7,3693,45.0,0.16,7.0,0.32,0,39.0,2,4733,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,4098,34.0,0.2,10.0,0.313,0,52.0,2,3509,45.0,0.15,5.0,0.24,0,29.0,2,4784,29.0,0.16,48.0,0.069,0,75.0,2,3528,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,28
,2016-04-02,9590.0,8,3611,44.0,0.14,16.0,0.527,0,51.0,4,3117,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4738,25.0,0.16,39.0,0.267,0,46.0,2,3801,42.0,0.15,42.0,0.294,0,56.0,2,4884,21.0,0.16,58.0,0.087,0,54.0,2,4283,32.0,0.23,44.0,0.096,0,32.0,2,18
,2016-04-02,2180.0,9,4385,31.0,0.19,55.0,0.2,0,61.0,2,3435,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,3845,40.0,0.17,31.0,0.542,0,40.0,4,4829,21.0,0.18,53.0,0.085,0,42.0,2,4806,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,2983,57.0,0.19,52.0,0.304,0,13.0,2,48
,2016-04-02,1900.0,10,3604,46.0,0.17,51.0,0.237,0,25.0,2,3334,48.0,0.2,12.0,0.375,0,60.0,3,3254,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,3618,43.0,0.17,54.0,0.536,0,31.0,4,4913,20.0,0.19,28.0,0.01,0,22.0,1,3188,55.0,0.17,22.0,0.489,0,14.0,4,64
,2016-04-02,28210.0,11,4556,27.0,0.17,4.0,0.534,0,15.0,4,3994,37.0,0.19,60.0,0.301,0,74.0,2,4642,25.0,0.16,45.0,0.353,0,23.0,2,3175,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3355,48.0,0.26,6.0,0.131,0,41.0,2,3302,49.0,0.2,2.0,0.436,0,73.0,3,59
