,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,870.0,1,3745,65.0,41.0,3652,17.0,65.0,3949,28.0,53.0,4226,27.0,56.0,4769,20.0,51.0,4781,19.0,33.0,2
,6240.0,2,3381,56.0,39.0,4539,60.0,12.0,4124,49.0,58.0,3711,16.0,35.0,4336,47.0,43.0,3750,29.0,72.0,29
,36140.0,3,3944,11.0,15.0,4363,46.0,37.0,3681,33.0,16.0,4772,52.0,63.0,4453,68.0,38.0,3857,58.0,70.0,68
,31900.0,4,3966,22.0,60.0,4488,45.0,19.0,3617,54.0,62.0,4817,66.0,52.0,4603,67.0,46.0,4760,53.0,54.0,78
,2560.0,5,4045,32.0,25.0,4510,13.0,20.0,4484,42.0,57.0,3704,57.0,21.0,4781,19.0,33.0,4678,64.0,49.0,5
,2790.0,6,4812,40.0,47.0,3577,35.0,34.0,4226,27.0,56.0,4336,47.0,43.0,3766,62.0,42.0,4260,15.0,73.0,4
,5500.0,7,3652,17.0,65.0,3286,51.0,22.0,4006,50.0,36.0,4449,61.0,67.0,3857,58.0,70.0,2380,44.0,59.0,92
,2340.0,8,3186,37.0,75.0,3745,65.0,41.0,4603,67.0,46.0,4539,60.0,12.0,4874,63.0,17.0,4136,69.0,28.0,17
,3560.0,9,4124,49.0,58.0,4425,43.0,23.0,4122,24.0,13.0,4488,45.0,19.0,4074,23.0,50.0,4484,42.0,57.0,63
,2380.0,11,3286,51.0,22.0,3381,56.0,39.0,4045,32.0,25.0,3617,54.0,62.0,4260,15.0,73.0,4644,18.0,11.0,33
,1080.0,12,3577,35.0,34.0,3944,11.0,15.0,4074,23.0,50.0,3966,22.0,60.0,4136,69.0,28.0,4006,50.0,36.0,7
,790.0,1,3711,16.0,35.0,3186,37.0,75.0,3286,51.0,22.0,3750,29.0,72.0,4760,53.0,54.0,4510,13.0,20.0,1
,3420.0,3,4260,15.0,73.0,3704,57.0,21.0,4817,66.0,52.0,4644,18.0,11.0,3745,65.0,41.0,4453,68.0,38.0,42
,11740.0,4,4136,69.0,28.0,4124,49.0,58.0,4678,64.0,49.0,4603,67.0,46.0,3617,54.0,62.0,4449,61.0,67.0,43
,2210.0,5,2380,44.0,59.0,4484,42.0,57.0,3711,16.0,35.0,4769,20.0,51.0,4425,43.0,23.0,4539,60.0,12.0,57
,1360.0,6,3766,62.0,42.0,4074,23.0,50.0,4760,53.0,54.0,3652,17.0,65.0,4488,45.0,74.0,3857,58.0,70.0,34
,7450.0,7,3750,29.0,72.0,3949,28.0,53.0,3745,65.0,41.0,3381,56.0,39.0,3944,11.0,15.0,4874,63.0,17.0,65
,3250.0,8,3704,57.0,21.0,3966,22.0,60.0,4449,61.0,67.0,4363,46.0,37.0,4772,52.0,63.0,4336,47.0,43.0,36
,830.0,9,4226,27.0,56.0,4006,50.0,36.0,4453,68.0,38.0,4122,24.0,13.0,4539,60.0,12.0,4781,19.0,33.0,3
