,date,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,2018-04-07,1170.0,1,3212,54.0,44.0,3601,58.0,15.0,3277,32.0,71.0,4489,41.0,57.0,4056,50.0,69.0,5008,24.0,30.0,5
,2018-04-07,620.0,2,3833,46.0,55.0,4069,15.0,18.0,3075,14.0,59.0,4504,18.0,70.0,3948,43.0,73.0,4619,48.0,21.0,9
,2018-04-07,710.0,3,3742,16.0,23.0,2844,66.0,45.0,2942,68.0,58.0,4360,70.0,35.0,3939,12.0,22.0,4996,39.0,25.0,6
,2018-04-07,3850.0,4,4413,20.0,42.0,3443,45.0,31.0,4630,59.0,53.0,4138,44.0,48.0,3559,52.0,19.0,4911,19.0,36.0,15
,2018-04-07,1110.0,5,4198,36.0,47.0,3557,13.0,43.0,3800,27.0,38.0,4432,56.0,49.0,5008,24.0,30.0,3713,51.0,62.0,28
,2018-04-07,5990.0,6,4596,69.0,39.0,3834,53.0,78.0,2930,42.0,32.0,3833,46.0,55.0,4640,37.0,65.0,4489,41.0,57.0,46
,2018-04-07,7860.0,7,2844,66.0,45.0,4067,63.0,63.0,3814,29.0,76.0,4069,15.0,18.0,3502,11.0,34.0,3277,32.0,71.0,41
,2018-04-07,11720.0,8,3443,45.0,31.0,4056,50.0,69.0,4424,65.0,11.0,3948,43.0,73.0,4996,39.0,25.0,4468,60.0,64.0,37
,2018-04-07,1090.0,9,3559,52.0,19.0,3713,51.0,62.0,3336,21.0,40.0,3742,16.0,23.0,4904,23.0,50.0,3075,14.0,59.0,1
,2018-04-07,1180.0,10,4360,70.0,35.0,3391,17.0,60.0,3212,54.0,44.0,4652,35.0,20.0,4504,18.0,70.0,4920,25.0,72.0,13
,2018-04-07,1700.0,11,3616,26.0,16.0,4432,56.0,49.0,3502,11.0,34.0,2942,68.0,58.0,4619,48.0,21.0,3601,58.0,15.0,42
,2018-04-08,6340.0,2,4468,60.0,64.0,3616,26.0,16.0,3391,17.0,60.0,3557,13.0,43.0,4630,59.0,53.0,3814,29.0,76.0,3
,2018-04-08,2250.0,3,4067,63.0,63.0,4360,70.0,35.0,3833,46.0,55.0,4920,25.0,72.0,3601,58.0,15.0,3800,27.0,38.0,4
,2018-04-08,14280.0,4,3502,11.0,34.0,3742,16.0,23.0,4911,19.0,36.0,4596,69.0,39.0,4432,56.0,49.0,4996,39.0,25.0,29
,2018-04-08,1220.0,5,4138,44.0,48.0,4504,18.0,70.0,4198,36.0,80.0,3443,45.0,31.0,3277,32.0,71.0,2942,68.0,58.0,2
,2018-04-08,9210.0,6,4489,41.0,57.0,3814,29.0,41.0,3834,53.0,78.0,4904,23.0,50.0,3212,54.0,44.0,4413,20.0,52.0,20
,2018-04-08,1220.0,7,4630,59.0,53.0,4424,65.0,11.0,4920,25.0,72.0,3075,14.0,59.0,2930,42.0,32.0,2844,66.0,45.0,2
,2018-04-08,43110.0,8,4069,15.0,18.0,4468,60.0,64.0,4360,70.0,35.0,4911,19.0,36.0,3713,51.0,62.0,4640,37.0,65.0,48
,2018-04-08,29470.0,9,3948,43.0,73.0,3443,45.0,31.0,4596,69.0,39.0,3616,26.0,16.0,3800,27.0,38.0,4652,35.0,20.0,72
,2018-04-08,12230.0,10,3834,53.0,78.0,4619,48.0,21.0,3742,16.0,23.0,4056,50.0,69.0,3557,13.0,43.0,4198,36.0,80.0,71
,2018-04-08,17910.0,11,3391,17.0,60.0,3559,52.0,19.0,4413,20.0,52.0,3336,21.0,40.0,2942,68.0,58.0,5008,24.0,30.0,94
,2018-04-08,2140.0,12,4504,18.0,70.0,3212,54.0,44.0,3713,51.0,62.0,3502,11.0,34.0,3833,46.0,55.0,4424,65.0,11.0,8
,2018-04-09,1870.0,1,4424,65.0,11.0,4138,44.0,48.0,4432,56.0,49.0,3814,29.0,41.0,4596,69.0,39.0,4630,59.0,53.0,5
,2018-04-09,1310.0,2,2942,68.0,58.0,3713,51.0,62.0,3559,52.0,19.0,2930,42.0,32.0,3443,45.0,31.0,3742,16.0,23.0,5
,2018-04-09,1820.0,3,3800,27.0,38.0,4198,36.0,80.0,4056,50.0,69.0,4468,60.0,64.0,4489,41.0,57.0,3616,26.0,16.0,9
,2018-04-09,460.0,4,4504,18.0,70.0,3075,14.0,59.0,3601,58.0,15.0,2844,66.0,45.0,3336,21.0,40.0,4911,19.0,36.0,3
,2018-04-09,15050.0,5,3277,32.0,71.0,4640,37.0,65.0,3557,13.0,43.0,3391,17.0,60.0,4069,15.0,18.0,4138,44.0,48.0,27
,2018-04-09,560.0,6,4432,56.0,49.0,3833,46.0,28.0,4904,23.0,50.0,4067,63.0,63.0,4996,39.0,25.0,3834,53.0,78.0,2
,2018-04-09,3090.0,7,3814,29.0,41.0,3948,43.0,73.0,4619,48.0,21.0,3502,11.0,34.0,3616,26.0,16.0,5008,24.0,30.0,5
,2018-04-09,7560.0,8,3336,21.0,40.0,4413,20.0,52.0,4920,25.0,72.0,4424,65.0,11.0,4198,36.0,80.0,3212,54.0,44.0,77
,2018-04-09,640.0,9,4056,50.0,69.0,4652,35.0,20.0,4504,18.0,70.0,3559,52.0,19.0,3391,17.0,60.0,4996,39.0,25.0,6
,2018-04-09,10770.0,10,3075,14.0,59.0,4630,59.0,53.0,4489,41.0,57.0,3833,46.0,28.0,5008,24.0,30.0,4069,15.0,18.0,30
,2018-04-09,15900.0,11,3713,51.0,62.0,4596,69.0,39.0,4468,60.0,64.0,3277,32.0,71.0,4067,63.0,63.0,3948,43.0,73.0,23
,2018-04-09,1600.0,12,3557,13.0,43.0,3502,11.0,34.0,3834,53.0,78.0,3800,27.0,38.0,4413,20.0,52.0,4360,70.0,35.0,9
,2018-04-10,700.0,1,3833,46.0,28.0,2844,66.0,45.0,3601,58.0,15.0,4619,48.0,21.0,4640,37.0,65.0,4920,25.0,72.0,1
,2018-04-10,870.0,2,4413,20.0,52.0,4904,23.0,50.0,4069,15.0,18.0,4652,35.0,20.0,3742,16.0,23.0,3559,52.0,19.0,8
